# frame  R_idx  L_idx   Re    Re2
436 1 26 13.753098 189.147700
436 8 9 14.172269 200.853206
436 11 20 12.690859 161.057900
437 1 26 13.623642 185.603609
437 8 9 15.182106 230.496345
437 11 20 14.880512 221.429629
437 12 25 15.183141 230.527776
438 1 26 13.964116 194.996541
438 8 9 15.231465 231.997515
438 11 20 12.394624 153.626696
438 12 25 13.106616 171.783381
439 1 26 13.211953 174.555689
439 8 9 14.598100 213.104510
439 11 20 12.993330 168.826616
439 12 25 14.895050 221.862500
440 1 26 13.934799 194.178625
440 8 9 15.439427 238.375902
440 11 20 14.376408 206.681121
440 12 25 14.700432 216.102689
441 1 26 13.347198 178.147700
441 8 9 15.219144 231.622334
441 11 20 14.245533 202.935200
441 12 25 13.874485 192.501325
442 1 26 14.200717 201.660356
442 8 9 15.064364 226.935075
442 11 20 14.022118 196.619784
442 12 25 14.637852 214.266701
443 1 26 14.196571 201.542625
443 8 9 14.118618 199.335385
443 11 20 14.544267 211.535700
443 12 25 15.445945 238.577225
444 1 26 14.692177 215.860076
444 8 9 13.543234 183.419200
444 11 20 14.476053 209.556100
444 12 25 15.642496 244.687689
445 1 26 14.202261 201.704216
445 8 9 15.306011 234.273969
445 11 20 14.190610 201.373416
445 12 25 15.376662 236.441729
446 1 26 14.467521 209.309169
446 8 9 15.492529 240.018449
446 11 20 14.599858 213.155861
446 12 25 15.170024 230.129636
447 1 26 14.979773 224.393604
447 8 9 14.543260 211.506412
447 11 20 13.124950 172.264325
447 12 25 15.235793 232.129400
448 8 9 14.760962 217.886004
448 11 20 14.093160 198.617169
448 12 25 15.541488 241.537844
449 8 9 14.925985 222.785018
449 11 20 13.591004 184.715400
449 12 25 15.776323 248.892361
450 8 9 14.518551 210.788313
450 11 20 13.869197 192.354625
450 12 25 12.686059 160.936100
451 8 9 14.859532 220.805705
451 11 20 14.456892 209.001725
451 12 25 13.981953 195.494996
452 8 9 15.225434 231.813837
452 11 20 14.073771 198.071025
452 12 25 12.711479 161.581700
453 8 9 15.177837 230.366725
453 11 20 14.191043 201.385700
453 12 25 14.504447 210.378996
454 8 9 15.662432 245.311784
454 11 20 14.843379 220.325896
454 12 25 15.261537 232.914500
455 8 9 14.262844 203.428713
455 11 20 15.224866 231.796549
455 12 25 14.750589 217.579869
456 8 9 15.402784 237.245741
456 11 20 13.479994 181.710241
456 12 25 15.051860 226.558481
457 8 9 15.216296 231.535677
457 11 20 13.852064 191.879684
457 12 25 14.782277 218.515725
458 8 9 14.530537 211.136498
458 11 20 13.460444 181.183556
458 12 25 14.930119 222.908449
459 8 9 14.251357 203.101172
459 11 20 14.235857 202.659621
459 12 25 14.738111 217.211921
460 8 9 15.008333 225.250046
460 11 20 13.369971 178.756129
460 12 25 15.266971 233.080400
461 8 9 15.646763 244.821197
461 11 20 14.439383 208.495769
461 12 25 14.504337 210.375800
462 8 9 14.925629 222.774398
462 11 20 14.646297 214.514029
462 12 25 14.163698 200.610341
463 8 9 14.961336 223.841574
463 11 20 15.031087 225.933569
463 12 25 14.524996 210.975500
464 8 9 15.556456 242.003336
464 11 20 14.002214 196.062000
464 12 25 14.237184 202.697396
465 8 9 15.513299 240.662442
465 11 20 14.542934 211.496916
465 12 25 14.312994 204.861789
466 8 9 14.506320 210.433313
466 11 20 13.883980 192.764904
466 12 25 15.330617 235.027829
467 8 9 15.119888 228.611010
467 11 20 14.387776 207.008100
467 12 25 15.472418 239.395725
468 8 9 15.833381 250.695961
468 11 20 15.065159 226.959021
468 12 25 14.886710 221.614125
469 8 9 15.281895 233.536304
469 11 20 12.776312 163.234161
469 12 25 14.518048 210.773729
470 8 9 15.483377 239.734970
470 11 20 13.186140 173.874281
470 12 25 14.329488 205.334225
471 8 9 14.954900 223.649033
471 11 20 14.744556 217.401944
471 12 25 15.151535 229.569025
472 8 9 14.065163 197.828812
472 11 20 14.646943 214.532925
472 12 25 14.375719 206.661309
473 8 9 15.174328 230.260233
473 11 20 14.391255 207.108225
473 12 25 14.847461 220.447089
474 8 9 15.169746 230.121204
474 11 20 14.915352 222.467725
474 12 25 15.228115 231.895496
475 8 9 14.393197 207.164116
475 11 20 14.900245 222.017300
475 12 25 13.893888 193.040129
476 8 9 15.772805 248.781369
476 11 20 15.255419 232.727809
476 12 25 14.928560 222.861900
477 8 9 15.441468 238.438936
477 11 20 13.796591 190.345936
477 12 25 14.966593 223.998900
478 8 9 15.108209 228.257989
478 11 20 14.587738 212.802089
478 12 25 15.377950 236.481336
479 8 9 15.374173 236.365200
479 11 20 15.747410 247.980925
479 12 25 15.035661 226.071101
480 8 9 15.496617 240.145144
480 11 20 15.036189 226.086984
480 12 25 15.425235 237.937861
481 8 9 15.699315 246.468500
481 11 20 14.939782 223.197096
481 12 25 15.430839 238.110804
482 8 9 15.472626 239.402169
482 11 20 14.677848 215.439221
482 12 25 15.214819 231.490725
483 8 9 14.751211 217.598212
483 11 20 15.002009 225.060264
483 12 25 14.864177 220.943764
484 8 9 14.199284 201.619656
484 11 20 15.240293 232.266529
484 12 25 15.074481 227.239969
485 8 9 13.011646 169.302933
485 11 20 14.132230 199.719916
485 12 25 15.019259 225.578144
486 1 28 14.193525 201.456164
486 8 9 14.222447 202.278004
486 11 20 14.628844 214.003081
486 12 25 14.095352 198.678941
487 1 28 14.216064 202.096485
487 8 9 13.892772 193.009105
487 11 20 13.771940 189.666324
487 12 25 14.758091 217.801264
488 1 28 15.511476 240.605882
488 8 9 13.930221 194.051045
488 11 20 13.027174 169.707269
488 12 25 14.568749 212.248441
489 1 28 13.703383 187.782705
489 8 9 14.296049 204.377016
489 11 20 14.353709 206.028969
489 12 25 13.861689 192.146429
490 1 28 15.006439 225.193224
490 8 9 15.210626 231.363149
490 11 20 15.024365 225.731556
491 1 28 15.805213 249.804749
491 8 9 13.991499 195.762045
491 11 20 13.623766 185.607000
492 1 28 15.727254 247.346525
492 8 9 15.428498 238.038545
492 11 20 14.835303 220.086216
493 1 28 15.092773 227.791785
493 8 9 16.099767 259.202505
493 11 20 13.751417 189.101481
493 12 13 14.429290 208.204404
494 1 28 15.678037 245.800845
494 8 9 15.284888 233.627800
494 11 20 14.576236 212.466661
494 12 13 13.546923 183.519125
495 1 28 14.633505 214.139464
495 8 9 14.295378 204.357841
495 11 20 14.659854 214.911309
495 12 13 15.057413 226.725701
496 1 28 14.984581 224.537670
496 8 9 15.886259 252.373225
496 11 20 13.875335 192.524921
496 12 13 14.818731 219.594789
497 1 28 15.089380 227.689385
497 8 9 15.938589 254.038609
497 11 20 14.953380 223.603581
497 12 13 13.450184 180.907449
498 1 28 15.304504 234.227838
498 8 9 14.803970 219.157529
498 11 20 15.130137 228.921044
498 12 13 13.802936 190.521044
499 1 28 14.678727 215.465034
499 8 9 14.326123 205.237800
499 11 20 14.914007 222.427600
499 12 13 14.925636 222.774600
